customer_id,gender,birth_year
681057,male,1985
681071,male,1969
681128,male,1969
681317,female,1989
681468,male,1969
681565,male,1973
681898,male,1993
682175,female,1992
682308,male,1991
682352,female,1976
682420,female,1985
682463,male,1981
682518,female,1966
682761,male,1989
682845,,
682988,female,1993
683032,male,1991
683051,male,1979
683088,male,1962
683435,male,1992
683585,,
683646,female,1989
683681,male,1986
683832,male,1981
684001,female,1988
684336,female,1992
684396,,
684442,female,1989
684457,male,1943
684534,male,1987
684885,male,1969
685251,male,1978
685593,male,1979
685641,male,1994
685760,male,1976
685978,male,1951
686411,male,1989
686417,male,1953
686461,male,1980
686480,male,1979
686497,male,1972
686613,female,1955
686912,male,1964
686915,female,1974
686983,female,1977
687081,male,1965
687129,male,1979
687327,male,1997
687329,male,1981
687414,male,1984
687424,male,1989
687487,male,1946
687584,male,1993
687764,male,1985
687774,female,1961
687810,,
688049,male,1957
688164,female,1962
688537,male,1956
688814,female,1975
688930,male,1992
688932,female,1978
689024,female,1964
689036,male,1971
689089,,
689117,male,1986
689275,male,1991
689383,male,1977
689388,male,1983
689522,male,1963
689550,female,1951
689705,male,1974
689927,male,1991
690010,male,1992
690165,male,1977
690218,male,1976
690270,male,1991
690350,,
690378,female,1991
690911,female,1989
690936,female,1970
690989,male,1970
691027,male,1990
691088,male,1943
691164,female,1961
691315,female,1960
691375,female,1990
691421,female,1989
691676,female,1995
691790,male,1947
692104,male,1980
692470,female,1960
692548,male,1982
692658,male,1966
692790,male,1994
693045,female,1983
693320,male,1962
693885,male,1965
693937,male,1958
693955,female,1990
694099,male,1991
694217,male,1991
694237,,
694312,male,1994
694360,male,1993
694527,female,1984
694565,male,1973
694611,male,1969
694618,,
694835,male,1971
695233,female,1963
695234,male,1980
695253,male,1943
695310,male,1953
695603,male,1974
695696,male,1966
695809,female,1987
695860,female,1990
695872,male,1993
696034,male,1961
696053,female,1987
696141,male,1983
696432,male,1980
696521,female,1952
696820,female,1989
696853,,
697094,male,1990
697268,male,1988
697271,female,1989
697304,male,1978
697349,male,1973
697476,male,
697497,male,1958
697718,male,
697816,,
697938,male,1977
698126,female,1954
698150,male,1981
698158,male,1990
698209,male,1982
698286,,
698475,male,1992
698542,female,1992
698715,male,1956
698826,female,1962
699099,female,1967
699375,male,1978
699986,female,1975
700323,male,1947
700331,male,1975
700360,male,1996
700547,male,1994
700608,,
700912,male,1992
700996,female,1981
701075,male,1995
701120,female,1963
701207,female,1979
701225,female,1996
701276,male,1991
701364,female,1981
701383,male,1989
701547,male,1959
701594,male,1988
701778,male,1983
701788,female,1986
701914,female,1991
701925,male,1977
702067,male,1989
702163,male,1997
702294,female,1994
702443,male,1987
702496,female,1980
702519,female,1950
702582,female,1992
702584,male,1961
702628,male,1991
702726,male,1977
702842,male,1978
703202,male,1990
703231,female,1997
703465,male,1975
703654,,
703745,male,1987
703881,,
703885,female,1966
703889,female,1940
703908,female,1992
704125,female,1970
704150,male,1956
704353,female,1965
704379,male,1983
704478,female,1975
704572,female,1989
705136,female,1971
705180,female,1989
705391,male,1991
705477,male,1956
705506,,
705668,male,1945
705817,male,1995
705904,female,1979
705991,male,1952
706090,,
706127,female,1969
706232,female,1973
706266,female,1965
706362,female,1982
706451,male,1990
706489,male,1960
706551,male,1968
706593,male,1994
706664,male,1969
707018,male,1981
707049,male,1957
707202,,
707621,male,1994
707945,female,1991
708130,male,1984
708230,male,1987
708247,male,1988
708470,,
708609,male,1985
708721,male,1962
708740,female,1984
708776,male,1973
708813,male,1986
708925,male,1976
709000,female,1979
709090,male,1983
709278,male,1975
709456,male,1995
709560,female,1991
709721,female,1991
709744,female,1976
709928,male,1949
710015,female,1976
710102,,
710135,female,1977
710212,male,1962
710774,female,1961
710923,male,1975
711131,male,1976
711158,female,1981
711248,male,1977
711358,female,1992
711591,,
711703,male,1967
711706,male,
711748,female,1984
711750,male,1975
711877,male,1993
712016,male,1974
712061,male,1968
712062,male,1979
712105,male,1994
712119,male,1982
712180,male,1977
712330,male,1984
712502,female,1979
712560,female,1987
712630,male,1981
712673,male,1982
712717,male,1957
712846,male,1993
712909,female,1980
713026,female,1969
713061,female,1972
713242,male,1976
713384,male,1986
713485,male,1998
713650,female,1968
713745,male,1985
713903,male,1997
713908,female,1989
713913,female,1978
714145,male,1975
714238,,
714390,male,1995
714666,male,1992
714706,male,1987
714980,male,1976
714982,male,1965
714987,male,1991
715055,male,1960
715212,male,1968
715359,male,1958
715651,male,1981
715708,male,1957
715790,male,1976
715871,male,1999
715953,male,1952
716085,male,1994
716266,male,1997
716289,male,
717005,female,1977
717385,male,1984
717476,male,1980
717492,,
717508,female,1988
717628,male,1992
717921,male,1983
718225,male,1979
718246,male,1980
718412,male,1976
718588,female,1995
718664,female,1969
718679,female,1966
718747,male,1967
718989,male,1980
719029,male,1982
719109,male,1990
719211,male,1967
719601,female,1988
719825,female,1974
719923,female,1962
720240,male,1981
720260,male,1983
720395,male,1979
720406,male,1978
720571,male,1992
720631,female,1979
720947,male,1967
720992,male,1985
721016,male,1971
721093,male,1966
721385,male,1975
721465,male,1989
721486,male,1957
721495,male,1991
721510,female,1964
721615,male,1992
721642,male,1971
721686,male,1971
721777,male,1983
721790,male,1988
721903,male,1990
721907,male,1994
722046,male,1987
722334,male,1988
722386,female,1962
722405,male,1979
722556,female,1955
722673,female,1951
722931,female,1985
723006,female,1954
723116,female,1986
723154,male,1969
723492,female,1971
723513,male,1942
723605,male,1958
723615,female,1993
723710,female,1981
723753,male,1995
723764,female,1964
723768,female,1980
723787,male,1967
723795,female,1967
723802,male,1950
723909,female,1972
723997,male,1980
724271,female,1971
724319,male,1989
724488,male,1993
724590,male,1988
724664,male,1980
724737,male,1979
724760,male,1979
724765,female,1970
724977,female,1994
725155,female,1994
725451,female,1991
725534,female,1983
725611,male,1964
725670,male,1976
725952,male,1975
726038,,
726181,female,1996
726317,,
726424,male,1981
726463,female,1967
726557,male,1994
726726,male,1993
726743,female,1981
726779,male,1992
726795,male,1982
727084,male,1972
727129,male,1967
727203,female,1993
727644,male,1989
727649,male,1986
727658,male,1993
727846,female,1980
728000,male,1976
728011,male,1989
728155,,
728263,,
728290,female,1987
728326,male,1960
728849,male,1997
728908,female,1987
728980,female,1974
729009,male,1988
729011,male,1962
729028,female,1987
729182,female,1992
729317,male,1976
729416,female,1977
729419,male,1960
729545,male,1964
729562,male,1958
729683,male,1956
729716,male,1982
729783,male,1982
729896,male,1985
730025,male,1976
730192,male,1968
730331,female,1963
730368,,
730515,male,1977
731202,male,1972
731464,female,1959
731473,male,1996
731706,male,1984
731781,male,1982
732052,male,1972
732262,male,1994
732286,male,1984
732301,female,1996
732714,male,1988
732963,male,1985
733108,male,1970
733191,,
733202,female,1995
733203,male,1999
733409,male,1969
733600,female,1948
733878,female,1976
