customer_id,year,month,weekend_amount_spent,Num_of_weekend_visits,total_amount_spent,total_num_of_visits,end_date
530752,2018,11,6592.75,3,16384.72,10,11/30/2018
530752,2019,10,7622.11,2,15829.06,6,10/31/2019
530752,2018,8,100,0,8264.02,4,8/31/2018
530752,2017,3,100,0,4112.74,3,3/31/2017
530752,2018,3,4956.89,1,14506.35,7,3/31/2018
530752,2018,9,982,2,3392.2,4,9/30/2018
530752,2017,5,1261.6,1,3870.39,4,5/31/2017
530752,2018,5,726.22,1,1831.93,2,5/31/2018
530752,2019,3,2797.93,2,2797.93,2,3/31/2019
530752,2018,7,2125.99,2,5086.06,4,7/31/2018
530752,2019,4,6672.22,1,14341.24,6,4/30/2019
530752,2018,2,1610.67,1,3697.17,3,2/28/2018
530752,2017,9,358.98,1,1794.37,3,9/30/2017
530752,2017,1,100,0,370,1,1/31/2017
530752,2019,6,3630.67,2,7060.3,4,6/30/2019
530752,2018,12,790,1,6497.5,5,12/31/2018
530752,2019,1,1936,2,5294.44,6,1/31/2019
530952,2018,8,100,0,11005.51,4,8/31/2018
530952,2019,12,100,0,1966,1,12/31/2019
530952,2018,5,100,0,3124.36,2,5/31/2018
530952,2018,3,100,0,2046.25,1,3/31/2018
530952,2018,6,100,0,1885,1,6/30/2018
530952,2017,11,100,0,4120,1,11/30/2017
530952,2017,12,1164.1,2,1981.6,3,12/31/2017
530952,2019,9,100,0,4151.5,1,9/30/2019
530952,2018,11,100,0,1373.5,1,11/30/2018
530952,2019,5,100,0,6929.65,1,5/31/2019
530952,2019,10,100,0,2720.5,2,10/31/2019
531183,2019,2,100,0,5896.75,2,2/28/2019
531183,2019,3,100,0,1183,1,3/31/2019
531183,2017,12,1579,1,2719,2,12/31/2017
531183,2019,11,100,0,2822.53,2,11/30/2019
531183,2017,11,2331.25,2,2331.25,2,11/30/2017
531183,2018,12,100,0,584.5,1,12/31/2018
531183,2018,4,587.5,1,587.5,1,4/30/2018
531183,2019,6,100,0,565,1,6/30/2019
531183,2019,1,100,0,700,1,1/31/2019
531183,2018,6,100,0,250,1,6/30/2018
531183,2018,3,100,0,2795.88,1,3/31/2018
531183,2019,12,2798.2,1,4094.2,2,12/31/2019
531183,2019,10,100,0,1112.86,1,10/31/2019
531446,2019,12,100,0,1915,1,12/31/2019
531446,2019,11,8691.61,1,8691.61,1,11/30/2019
531446,2019,10,100,0,1547.5,1,10/31/2019
531446,2017,4,100,0,3137.5,1,4/30/2017
531446,2017,8,100,0,629.28,1,8/31/2017
531472,2019,4,100,0,1270,1,4/30/2019
531472,2019,8,100,0,655,1,8/31/2019
531472,2017,2,1600,1,1600,1,2/28/2017
531472,2018,3,4647.16,2,7182.16,3,3/31/2018
531472,2017,5,1075,1,1075,1,5/31/2017
531472,2018,4,100,0,4291,1,4/30/2018
531472,2018,2,1795,1,1795,1,2/28/2018
531472,2017,4,1397.5,1,2372.5,2,4/30/2017
531472,2018,6,100,0,2033.5,1,6/30/2018
531472,2019,2,100,0,1900,1,2/28/2019
531472,2017,10,100,0,1255,1,10/31/2017
531472,2018,10,3531.7,1,3531.7,1,10/31/2018
531472,2019,12,670,1,670,1,12/31/2019
531472,2019,1,3092.5,2,4622.5,3,1/31/2019
531472,2019,3,2245,1,2245,1,3/31/2019
531472,2017,8,100,0,1592.5,1,8/31/2017
531472,2017,12,100,0,3032.5,1,12/31/2017
531472,2019,5,2416,1,2416,1,5/31/2019
531560,2019,11,100,0,452.5,1,11/30/2019
531560,2018,6,760,1,760,1,6/30/2018
531560,2017,9,2821,1,2821,1,9/30/2017
531560,2019,9,100,0,1495,3,9/30/2019
531560,2018,8,100,0,505,1,8/31/2018
531560,2017,2,100,0,2650,1,2/28/2017
531560,2017,1,5496.81,2,7949.31,3,1/31/2017
531560,2018,1,100,0,385,1,1/31/2018
531560,2017,3,100,0,4129,2,3/31/2017
531560,2017,5,1345,1,1969,2,5/31/2017
531560,2017,6,100,0,2258.43,1,6/30/2017
531560,2019,4,1412.5,1,1652.5,2,4/30/2019
531560,2017,7,460,1,887.5,2,7/31/2017
531560,2018,2,100,0,3197.1,2,2/28/2018
531560,2018,3,1360,2,2462.5,3,3/31/2018
531560,2019,8,100,0,1210,2,8/31/2019
531560,2019,6,550,1,1601.5,3,6/30/2019
531560,2018,11,100,0,2380,1,11/30/2018
531560,2017,12,100,0,7988.26,4,12/31/2017
531560,2019,2,2012.5,2,2012.5,2,2/28/2019
531560,2018,10,100,0,12994.72,9,10/31/2018
531560,2019,7,100,0,1867,3,7/31/2019
531560,2019,10,1329.19,3,4389.19,6,10/31/2019
531560,2019,3,1255,1,2132.5,2,3/31/2019
531560,2019,12,2552.56,1,2897.56,3,12/31/2019
531560,2018,7,100,0,620.98,1,7/31/2018
531560,2019,5,100,0,1187.5,1,5/31/2019
531560,2019,1,628,1,1108,3,1/31/2019
531563,2017,12,667,1,667,1,12/31/2017
531563,2017,8,730,1,6429.43,4,8/31/2017
531563,2017,11,1972.12,1,2681.73,2,11/30/2017
531563,2017,4,100,0,550,1,4/30/2017
531563,2017,9,100,0,1085.25,2,9/30/2017
531788,2017,3,1673.83,1,1673.83,1,3/31/2017
531788,2017,1,1848.84,1,1848.84,1,1/31/2017
531788,2017,11,2453.22,2,2453.22,2,11/30/2017
531788,2017,2,680.97,1,680.97,1,2/28/2017
531788,2019,10,100,0,4241.8,2,10/31/2019
531788,2018,8,2457.64,1,2457.64,1,8/31/2018
531788,2018,1,4285.06,3,4285.06,3,1/31/2018
531788,2017,4,4064.42,3,4064.42,3,4/30/2017
531788,2018,10,100,0,2881.84,1,10/31/2018
531788,2018,9,362.5,1,362.5,1,9/30/2018
531788,2018,3,981.07,1,981.07,1,3/31/2018
531788,2017,6,1159,1,1159,1,6/30/2017
531788,2018,5,2544.16,1,2544.16,1,5/31/2018
531788,2019,12,100,0,2417.15,1,12/31/2019
531788,2018,4,100,0,1016.8,1,4/30/2018
531788,2018,7,5361.55,3,5361.55,3,7/31/2018
531788,2019,2,1924.66,1,1924.66,1,2/28/2019
531788,2018,11,1457.74,2,1457.74,2,11/30/2018
531888,2017,4,880,1,880,1,4/30/2017
531913,2017,10,100,0,602.5,1,10/31/2017
531913,2018,10,100,0,437.5,1,10/31/2018
531913,2018,1,955,1,7469.5,3,1/31/2018
531913,2018,8,100,0,340,1,8/31/2018
531913,2018,7,1135,1,1987,2,7/31/2018
531913,2019,9,100,0,1656.13,2,9/30/2019
531913,2017,12,100,0,2204.5,4,12/31/2017
531919,2017,11,100,0,145,1,11/30/2017
531919,2018,10,100,0,152.5,1,10/31/2018
531919,2017,10,100,0,1216,2,10/31/2017
531919,2017,8,2821,2,3444.48,4,8/31/2017
532078,2017,1,100,0,1023.07,1,1/31/2017
532078,2017,2,100,0,2500.47,1,2/28/2017
532148,2019,5,3062.5,1,5297.8,2,5/31/2019
532148,2017,1,1502.37,1,1502.37,1,1/31/2017
532148,2019,2,100,0,925,1,2/28/2019
532148,2018,12,100,0,1387.45,1,12/31/2018
532148,2017,10,1307.51,1,1307.51,1,10/31/2017
532148,2017,5,1523.5,1,2875.27,2,5/31/2017
532148,2019,4,250,1,565,2,4/30/2019
532148,2018,4,3336.25,1,3336.25,1,4/30/2018
532148,2018,5,100,0,1367.68,1,5/31/2018
532148,2018,3,100,0,4487.5,1,3/31/2018
532148,2017,12,100,0,1709.05,2,12/31/2017
532314,2017,2,2464.08,1,6648.33,2,2/28/2017
532314,2017,10,3905.5,2,6223,4,10/31/2017
532314,2019,4,3703.99,2,3823.99,3,4/30/2019
532314,2019,1,1076.92,1,1076.92,1,1/31/2019
532314,2019,2,100,0,2815,2,2/28/2019
532314,2017,5,9242.07,4,13156.33,7,5/31/2017
532314,2019,5,3492.04,4,3492.04,4,5/31/2019
532314,2017,6,5455.11,3,12947.88,7,6/30/2017
532314,2018,9,4849.95,4,7767.63,7,9/30/2018
532314,2018,12,2797,2,2797,2,12/31/2018
532314,2019,11,3662.5,3,5854.47,5,11/30/2019
532314,2018,3,2419,1,4180.36,2,3/31/2018
532314,2019,3,2332,1,2332,1,3/31/2019
532314,2017,12,3038.22,1,5596.59,4,12/31/2017
532314,2019,8,1561,1,1561,1,8/31/2019
532314,2019,7,100,0,3497.5,2,7/31/2019
532314,2017,9,4795,1,6029.5,2,9/30/2017
532314,2017,8,1427.5,1,6386.93,3,8/31/2017
532314,2017,4,955,1,1986.13,2,4/30/2017
532314,2017,7,100,0,7102,4,7/31/2017
532314,2018,4,1697.5,1,9237.24,5,4/30/2018
532314,2019,6,2711.05,2,2711.05,2,6/30/2019
532314,2018,6,1600,1,6058,3,6/30/2018
532314,2018,5,6581.49,3,8870.28,5,5/31/2018
532314,2018,8,1756.96,2,4368.84,5,8/31/2018
532314,2019,12,100,0,3452.76,3,12/31/2019
532314,2017,3,100,0,5333.93,2,3/31/2017
532314,2018,2,2170.57,2,12456.1,5,2/28/2018
532314,2018,1,5637.85,3,9043.6,5,1/31/2018
532314,2018,7,3886.51,4,5001.01,5,7/31/2018
532314,2017,11,100,0,10005.24,4,11/30/2017
532314,2017,1,100,0,1735,1,1/31/2017
532314,2018,10,953.5,1,953.5,1,10/31/2018
532314,2018,11,6159.79,2,8199.76,4,11/30/2018
532399,2017,11,6038.58,5,6038.58,5,11/30/2017
532399,2019,2,100,0,1811.1,1,2/28/2019
532399,2017,1,2575.18,2,2575.18,2,1/31/2017
532399,2019,4,889,1,5199.04,3,4/30/2019
532399,2019,3,100,0,2464.42,1,3/31/2019
532399,2017,3,1548.07,1,2357.89,2,3/31/2017
532399,2017,2,100,0,3455.39,2,2/28/2017
532399,2018,12,742.9,1,742.9,1,12/31/2018
532399,2019,5,2643.46,1,7862.56,3,5/31/2019
532399,2019,12,100,0,1730.5,1,12/31/2019
532399,2018,3,100,0,527.5,1,3/31/2018
532399,2017,8,100,0,1898.5,1,8/31/2017
532399,2019,7,100,0,2238.09,1,7/31/2019
532399,2018,1,100,0,3993.01,1,1/31/2018
532399,2019,6,100,0,8969.71,3,6/30/2019
532399,2019,11,100,0,1772.5,1,11/30/2019
532399,2019,9,5500.95,3,9531.96,4,9/30/2019
532399,2017,5,100,0,3717.6,1,5/31/2017
532399,2019,1,100,0,3250.9,1,1/31/2019
532399,2019,10,100,0,4206.36,2,10/31/2019
532399,2018,10,100,0,6892.21,4,10/31/2018
532399,2018,9,100,0,1437.52,1,9/30/2018
532399,2018,11,928.6,1,928.6,1,11/30/2018
532399,2018,4,100,0,4361.5,2,4/30/2018
532541,2017,12,8836.84,1,18301.48,4,12/31/2017
532541,2019,8,100,0,280,1,8/31/2019
532541,2019,11,100,0,280,1,11/30/2019
532541,2018,7,100,0,766.66,1,7/31/2018
532541,2018,8,3198.79,1,3198.79,1,8/31/2018
532541,2019,9,1891.51,1,1891.51,1,9/30/2019
532541,2017,9,5281.71,2,5281.71,2,9/30/2017
532541,2017,8,100,0,7971.94,1,8/31/2017
532541,2017,10,100,0,8466.12,1,10/31/2017
532541,2019,7,1196.35,2,5217.82,4,7/31/2019
532541,2018,10,100,0,1171,2,10/31/2018
532541,2018,1,8022.61,2,8805.46,3,1/31/2018
532541,2017,6,100,0,1359.7,1,6/30/2017
532541,2019,3,100,0,11044.45,2,3/31/2019
532541,2018,5,100,0,1449.25,2,5/31/2018
532541,2018,11,100,0,415,1,11/30/2018
532541,2018,3,1630.63,1,1630.63,1,3/31/2018
532541,2018,9,100,0,1715.5,2,9/30/2018
532541,2019,1,100,0,758.5,3,1/31/2019
532541,2018,4,100,0,802.93,1,4/30/2018
532541,2019,10,100,0,1825,3,10/31/2019
532541,2018,6,100,0,2479.54,1,6/30/2018
532541,2017,4,100,0,3017.5,1,4/30/2017
532541,2019,6,2912.47,1,10619.8,7,6/30/2019
532541,2019,12,1891.44,1,1891.44,1,12/31/2019
532566,2018,11,100,0,5867.5,2,11/30/2018
532566,2018,2,3569.5,1,3569.5,1,2/28/2018
532566,2018,6,100,0,452.5,1,6/30/2018
532566,2017,3,2496.25,1,2496.25,1,3/31/2017
532566,2019,11,100,0,3641.5,2,11/30/2019
532566,2018,12,100,0,1718.5,1,12/31/2018
532566,2017,4,3093.25,1,3093.25,1,4/30/2017
532566,2018,9,100,0,2273.5,1,9/30/2018
532566,2019,12,100,0,3366.58,3,12/31/2019
532566,2019,6,550,1,550,1,6/30/2019
532566,2019,10,325,1,325,1,10/31/2019
532566,2019,1,100,0,2635,1,1/31/2019
532566,2017,7,100,0,5245.38,3,7/31/2017
532566,2017,10,100,0,2161,1,10/31/2017
532566,2017,11,2920,1,2920,1,11/30/2017
532566,2019,2,3227.5,1,3932.5,2,2/28/2019
532566,2017,1,100,0,6106,4,1/31/2017
532566,2019,7,100,0,239.5,1,7/31/2019
532566,2018,10,100,0,1960,1,10/31/2018
532566,2017,8,1757.5,1,1757.5,1,8/31/2017
532566,2019,4,991.87,2,991.87,2,4/30/2019
532566,2019,5,250,1,250,1,5/31/2019
532624,2017,7,2632.27,1,2632.27,1,7/31/2017
532624,2019,4,6383.5,3,11186.2,6,4/30/2019
532624,2019,8,2192.5,1,2192.5,1,8/31/2019
532624,2019,5,4013.5,1,4013.5,1,5/31/2019
532659,2019,11,100,0,11111.2,3,11/30/2019
532659,2017,8,100,0,1801,1,8/31/2017
532659,2019,3,100,0,850,1,3/31/2019
532659,2017,1,100,0,670,1,1/31/2017
532659,2018,10,100,0,1045,2,10/31/2018
532659,2019,8,100,0,340,1,8/31/2019
532659,2019,2,100,0,1330,2,2/28/2019
532659,2019,6,100,0,8953,1,6/30/2019
532659,2017,3,5621.5,1,5621.5,1,3/31/2017
532659,2017,12,8089,1,8089,1,12/31/2017
532659,2018,5,100,0,796,1,5/31/2018
532659,2019,5,100,0,1015,2,5/31/2019
532659,2019,12,100,0,7077.4,2,12/31/2019
532659,2018,4,100,0,475,1,4/30/2018
532659,2018,7,100,0,955,2,7/31/2018
532737,2018,1,1727.5,1,1727.5,1,1/31/2018
532962,2018,2,6656.16,2,6656.16,2,2/28/2018
532962,2018,10,100,0,987.49,1,10/31/2018
532962,2018,6,2693.5,1,9457.15,5,6/30/2018
532962,2019,1,7488.82,1,13665.82,2,1/31/2019
532962,2019,3,100,0,1375,1,3/31/2019
532962,2017,6,1750,1,1750,1,6/30/2017
532962,2017,7,338.98,1,338.98,1,7/31/2017
532962,2018,12,7748.02,1,12375.52,2,12/31/2018
532962,2017,2,441.64,1,441.64,1,2/28/2017
532962,2017,5,887.5,1,14347.15,5,5/31/2017
532962,2019,2,100,0,5220.22,1,2/28/2019
532962,2019,11,100,0,7347.31,1,11/30/2019
532962,2017,3,11342.28,2,13531.02,3,3/31/2017
532962,2018,1,4791.89,2,4791.89,2,1/31/2018
532962,2019,8,4056.7,1,4664.11,2,8/31/2019
532962,2017,8,1977.13,1,1977.13,1,8/31/2017
532962,2019,5,2200,1,4225,2,5/31/2019
532962,2018,5,7922.5,1,7922.5,1,5/31/2018
532962,2017,10,100,0,1259.5,1,10/31/2017
532962,2017,9,4393.09,1,5920.23,2,9/30/2017
532962,2019,9,5474.62,1,5474.62,1,9/30/2019
532962,2019,12,100,0,6212.5,1,12/31/2019
532962,2018,11,100,0,4570,1,11/30/2018
532962,2018,8,100,0,11022.12,1,8/31/2018
532962,2017,11,13144.18,2,13144.18,2,11/30/2017
533042,2018,10,100,0,4189,1,10/31/2018
533078,2019,9,100,0,955.96,1,9/30/2019
533078,2019,2,1364.7,1,3142.2,2,2/28/2019
533078,2017,10,1240.75,1,1240.75,1,10/31/2017
533078,2018,9,461.05,1,461.05,1,9/30/2018
533078,2019,10,1982.83,1,1982.83,1,10/31/2019
533078,2019,12,2706.97,2,2706.97,2,12/31/2019
533078,2019,4,940.3,1,1540.3,2,4/30/2019
533078,2019,11,7931.77,2,20235.58,7,11/30/2019
533078,2017,9,1817.5,1,1817.5,1,9/30/2017
533133,2018,5,100,0,26187.13,5,5/31/2018
533133,2018,3,3585.91,1,27902.86,5,3/31/2018
533133,2019,1,2065.78,1,12348.12,5,1/31/2019
533133,2017,2,100,0,17101.3,3,2/28/2017
533133,2019,3,4442.2,1,9448,2,3/31/2019
533133,2018,2,100,0,9523.49,3,2/28/2018
533133,2019,6,6790,1,13413.76,3,6/30/2019
533133,2017,1,100,0,7439.95,2,1/31/2017
533133,2017,10,100,0,41097.27,7,10/31/2017
533133,2019,12,44728.09,4,51367.57,6,12/31/2019
533133,2019,5,2393.95,1,2393.95,1,5/31/2019
533133,2018,11,3551.92,1,34316.68,7,11/30/2018
533133,2017,11,100,0,25805.14,7,11/30/2017
533133,2017,8,100,0,20311.5,5,8/31/2017
533133,2017,9,38769.77,1,44865.64,2,9/30/2017
533133,2017,3,23544.36,3,34966.83,6,3/31/2017
533133,2018,1,100,0,15218.77,2,1/31/2018
533133,2019,11,100,0,15238.96,5,11/30/2019
533133,2018,6,3932.5,1,11673.87,3,6/30/2018
533133,2017,6,100,0,842.5,1,6/30/2017
533133,2019,10,100,0,10443.94,4,10/31/2019
533133,2019,7,8562.4,2,8562.4,2,7/31/2019
533133,2018,10,6981.06,1,27375.72,6,10/31/2018
533133,2017,12,6419.71,1,16426.07,4,12/31/2017
533133,2018,12,3326.5,1,15739.87,5,12/31/2018
533133,2019,9,100,0,12091.81,3,9/30/2019
533133,2017,4,5920.56,3,21922,7,4/30/2017
533133,2017,7,100,0,15320.94,5,7/31/2017
533133,2018,9,4651.78,1,16479.27,3,9/30/2018
533133,2019,8,22497.64,1,23787.64,3,8/31/2019
533133,2018,4,3887.44,2,13617.7,4,4/30/2018
533133,2019,2,100,0,9650.02,2,2/28/2019
533133,2017,5,4066,2,28478.46,9,5/31/2017
533133,2019,4,4345.99,1,20198.59,5,4/30/2019
533282,2017,12,100,0,376,1,12/31/2017
533282,2019,12,100,0,2458,1,12/31/2019
533282,2019,2,2432.5,2,2807.5,3,2/28/2019
533532,2019,11,23513.76,6,34936.3,15,11/30/2019
533532,2017,12,3380.19,3,3380.19,3,12/31/2017
533532,2018,4,100,0,3735.63,1,4/30/2018
533532,2019,5,2080,1,11810.16,9,5/31/2019
533532,2019,4,9306.64,4,11890,7,4/30/2019
533532,2019,1,3858.88,2,3858.88,2,1/31/2019
533532,2019,8,2770,1,10268.38,9,8/31/2019
533532,2018,3,1082.23,2,5486.41,6,3/31/2018
533532,2018,10,100,0,2563.75,1,10/31/2018
533532,2017,4,100,0,3795.01,1,4/30/2017
